,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
211441,1.306706492,-1.120643844,-2.322074436,1.42015063,0.375945445,-0.293942003,0.956248323,-0.26429183,0.106081553,0.282741862,-0.102537561,0.230723739,-1.196838735,0.979880567,-1.003323717,-0.230217087,-0.57316362,0.279724044,0.228736774,0.435549949,0.270344014,0.066667394,-0.42544619,-0.804923739,0.351773402,-0.498236327,-0.097658059,-0.016094079,386.44,0
193443,-4.437884625,0.63762231,-1.703326584,0.540550213,5.005958238,-3.995560016,-4.390025417,-3.830545595,2.013955998,1.499366799,0.308834033,0.057581583,-0.390738879,-3.04372823,1.307722689,0.454142266,1.820669488,0.848951641,-0.468585317,-1.269401955,-1.390193071,0.44021468,-5.991345487,0.199462476,-1.99573732,-0.535864422,-1.890792749,-0.199030143,1,0
210008,-1.571063581,-2.758090779,0.314888388,1.852422246,3.903963453,-1.314290212,-1.527670732,0.126092818,0.815512101,0.284803765,-1.870618376,1.057537424,1.398454929,-0.627648235,-1.149199072,-0.924568649,-0.201229877,-0.492736359,1.266376142,0.871729907,-0.083973913,-0.623219492,1.102706547,-0.026263796,-2.109336319,-1.309397342,0.19681693,0.236763691,18,0
53979,1.16770237,-0.717202331,0.421988106,-1.461451695,-0.725414436,0.068920033,-0.609658461,0.058527504,1.835126932,-1.26032121,-0.757065688,1.077464201,1.201911311,-0.442168349,1.540972836,-0.510086523,-0.159521007,-0.09311301,0.605800789,0.104794895,0.135456056,0.607959791,-0.246351367,-0.660806763,0.536009858,0.186167626,0.055813813,0.024439424,66,0
196801,-1.032190132,1.590386457,-1.299140505,-1.431132091,1.09282803,-1.126666127,1.53693001,-0.200581858,0.208449122,0.937726494,0.768049363,0.158240305,-1.124191387,0.772117834,-0.682737925,-0.486697299,-0.659996956,0.166410807,0.048142475,0.364424431,0.141304536,0.850136991,-0.093484971,0.780898386,-0.122277019,0.058087926,0.823115034,0.519461665,15.33,0
145720,2.037419901,-0.20435305,-1.236759982,0.210618215,0.037185161,-0.603160495,-0.019195827,-0.071165609,0.481849543,0.267957006,0.45497123,0.403658591,-1.105217492,0.682765107,-0.457629752,0.202984763,-0.561721862,-0.191820678,0.521833927,-0.280012099,-0.271032827,-0.730796667,0.298825318,-0.497578025,-0.329311629,0.212176924,-0.079457149,-0.077159167,1.98,0
273377,2.132291711,-0.006435093,-1.479958947,0.16349854,0.456852573,-0.592649159,0.238411932,-0.330226391,0.449283068,0.042188613,-1.486925831,0.669045734,1.324589624,-0.001025035,-0.002010931,0.147644447,-0.727495212,-0.662354255,0.529951775,-0.117425356,-0.343956797,-0.803314635,0.196953035,-0.974045989,-0.123945285,0.256560305,-0.06543959,-0.067801515,3.87,0
152450,-0.546920639,1.716384568,-0.69891391,0.951362825,1.08893826,-0.587414105,1.08297997,-0.046081929,0.192668034,-0.449197301,-0.225667717,-2.900446124,1.214449089,2.549576566,-0.248015483,-0.778668167,0.773889031,0.215193881,0.408639366,-0.272804651,0.147199727,0.509608189,-0.186927841,0.544586505,-0.106383355,-0.483258561,-0.229102092,0.117660182,18.99,0
180500,-2.455815199,-2.726709861,-0.734660167,0.477040629,-0.806745348,0.678828735,2.941024802,-0.133871685,0.193199779,-2.080564372,-1.558925483,-0.496297215,-0.367768748,-1.510482507,-1.419753568,-0.07900076,0.866090297,0.771903316,-0.138505758,2.086208988,0.801650369,0.801844116,1.791537055,0.479384697,0.574348774,0.771055776,-0.226616946,0.252148274,880,0
115000,-0.359514811,-2.678664337,1.361314353,2.815778491,-1.988309099,1.556267145,-0.366791348,0.3092235,1.035966609,-0.300011983,-1.143824442,1.166860719,1.126382807,-1.369717502,-1.603601102,-0.081058867,0.438672398,-0.738093271,-0.848258332,1.387439506,0.506356892,0.3691299,-0.695264055,0.261792643,-0.032854543,1.130422196,-0.090556677,0.15081376,730.68,0
54055,1.030431701,-0.070395878,0.214000746,1.251765276,-0.024195415,0.344281044,0.008579454,0.161202424,0.109405627,0.02924665,0.798660732,0.892213846,-0.561526545,0.338395028,-0.717547557,-0.40370109,-0.081176406,-0.312757059,0.029531257,-0.074579321,-0.040632522,-0.06953059,-0.162172044,-0.29572847,0.641233956,-0.314821155,0.021748052,0.011941665,67.54,0
281697,-1.392561251,1.654624315,-0.541894317,-0.756887647,-0.052200523,-1.012283859,0.385403083,0.537220605,-0.057932123,0.428527139,0.887963625,1.640500197,0.981660895,0.338856342,-1.203581447,0.142581742,-0.474307727,-0.408024871,0.070911664,0.229794714,-0.263134793,-0.442031447,0.069836874,0.093750356,-0.342211497,0.101212596,0.192151827,-0.119020314,9.67,0
89440,1.131718135,1.166352267,-1.521761058,1.538178631,0.95394854,-1.155663211,0.595489564,-0.103544914,-0.691343911,-1.422994502,2.885672699,0.241975172,-0.500244167,-3.095059303,0.633013272,0.891664581,2.822199838,1.342116952,-0.984550026,-0.06187829,-0.115443239,-0.26333475,-0.170529151,-0.10647505,0.716953794,-0.29471225,0.049928263,0.08635315,8.99,0
99219,1.066478739,-0.706760815,0.142563804,0.734727823,-0.6183568,0.101441743,-0.214555574,-0.021409693,-0.69941319,0.638384505,-1.142554742,-0.060805493,-0.095660144,-0.013266155,-0.16821972,-2.091751133,0.412896357,0.548384032,-1.030349484,-0.360091304,-0.417832467,-0.787116822,-0.127595206,-0.324731987,0.544272599,-0.30006405,0.040361979,0.037413821,129.9,0
254975,-0.685496949,0.459101182,0.035714121,-0.530167091,2.042564801,4.543277834,-0.432517692,1.057340362,0.499560264,0.017465205,-0.408359869,-0.030795855,-0.044064247,-0.240733651,0.938830765,0.289821415,-0.858396548,0.398080685,-0.465938583,-0.21209784,0.255628196,0.671204491,0.093651518,0.672821311,-1.073015576,-0.813719967,-0.174819925,0.274453898,54.01,0
147899,-0.85137866,1.378109907,-0.617714018,-0.838016297,0.970074825,-0.627982834,0.906566695,-0.100375613,0.695864637,0.810927253,1.265659743,0.310250513,-0.644307685,-1.197283259,-0.737370586,0.301666005,0.103795176,0.114997655,-0.159000091,0.503008591,-0.478296188,-0.787258447,0.075682168,0.578481619,-0.323607448,0.086064669,0.491130955,0.134509795,8.99,0
68550,1.229536645,-0.098738078,0.477273998,-0.246744017,-0.538042068,-0.491707348,-0.255568701,-0.034543378,0.069172814,-0.068527725,1.276984647,1.109161702,0.678731352,0.196685038,0.514670843,0.673627099,-0.766077697,0.116805346,0.432029347,0.029372065,-0.086491111,-0.283523552,0.021701872,0.082496233,0.14413619,0.903439344,-0.07460755,0.00028162,20,0
213136,-0.705032391,0.446805945,0.179748025,-0.073739367,0.886641313,-1.252005475,0.7533108,-0.153933387,0.24087264,-1.074995272,-1.165949608,-0.803881836,-1.447717606,-1.086616666,-0.79801985,-0.026092096,0.817417874,0.321843206,-0.238068641,-0.158293711,0.123523539,0.413910481,-0.205818948,-0.023341247,-0.201387592,0.368285679,-0.04131064,0.278211627,23.95,0
169082,1.938869061,-0.68036108,-0.373700662,0.299702076,-0.735380252,0.154661897,-0.974317559,0.332302345,1.325835053,0.225437232,0.394982879,-0.143883412,-2.146925781,0.369931184,-0.020871092,0.577706513,-0.563047479,0.698937324,-0.03416849,-0.296562444,0.190579844,0.593497299,0.223163983,0.701121238,-0.387145322,0.525546011,-0.039502541,-0.05453415,11.5,0
223029,-0.950263857,0.327639864,-1.422387591,-4.368093041,2.474716453,2.851879524,0.668277009,1.165241628,0.363367347,-2.355564723,-0.167283984,0.503799592,-0.434652102,0.861149781,0.358644552,-0.285128895,-0.588797659,-0.581098749,-0.471104905,-0.119702925,-0.096821283,-0.660449838,0.091605313,0.669333504,0.209069593,-0.68054621,-0.069644962,0.053524438,88.97,0
20904,-0.122101963,-0.005263348,1.671909653,-0.243919481,-0.483857497,0.897803503,-0.392696988,0.342895836,-1.517898038,0.614392336,1.368826274,0.868526092,0.619527447,-0.106997674,0.198500418,-2.808974526,1.231261203,0.394392683,0.999851985,-0.238870612,-0.440810674,-0.548441057,0.185458706,-0.238812523,-1.070132217,1.022539079,0.170238754,0.140646433,10.95,0
96198,-0.885330499,0.573337957,-0.484635692,-0.860513997,1.76277925,3.839372675,-0.061702819,1.413535679,-0.172554784,-0.691195743,-0.907978033,0.079977158,-0.198002861,0.175993934,-0.494780593,-0.031269539,-0.239697751,0.147018042,0.672295306,0.27851938,0.02166895,-0.041929352,0.050418153,1.043666793,0.082523237,0.377854593,0.203236414,0.138386521,99,0
175436,-0.427554085,0.349952687,0.599792402,-2.914532119,1.351611745,0.077864741,0.999210268,-0.24351045,-1.882878954,0.056821045,0.227151695,-0.586741113,0.367862081,-0.131943768,-0.898540585,1.382684484,-0.723178274,-0.973431943,0.748774342,0.186694009,-0.0193812,-0.128166741,-0.581250916,-0.353304759,0.904208911,-0.288826563,-0.206124275,-0.204055816,2.5,0
2306,-1.852173785,-3.169719477,-0.150823411,-1.277174744,-3.684587758,1.43314899,3.414756557,-0.294404379,-3.092049624,0.132291489,1.208031685,-0.549995598,0.240003532,-0.108483652,-0.989916581,-1.020510181,0.918189693,0.253628959,-0.185595065,1.960682935,0.576513003,0.297358581,2.278046067,0.099203218,0.515064528,-0.137840916,-0.28342551,0.113074365,1055.12,0
151937,2.052182528,-0.187189644,-0.966300489,0.499113995,-0.233825693,-0.980816565,-0.102797024,-0.342637479,2.509599799,-0.554652621,-0.247302267,-2.246356826,1.051698854,1.576420262,-1.120765037,-0.64336296,0.692781075,-0.091057961,0.095456076,-0.316949407,-0.079751903,0.32638346,0.043612021,-0.035781403,0.168640951,0.159111516,-0.056328738,-0.070224427,6.03,0
256798,-0.687791983,0.996084243,1.021232158,-0.392809938,-0.163164834,0.030155236,-0.09884832,0.556144976,0.317956847,-0.898342596,-1.235687365,0.608120813,0.976925263,-0.156951161,0.268495717,-0.035772499,-0.319629018,0.405532513,0.177933348,0.029287323,0.268655452,0.977792758,-0.201545124,0.759883645,-0.129958836,-0.18557041,0.32516439,0.176550972,0.01,0
130274,1.226263039,-0.484769769,0.77192846,-0.907822964,-1.086786156,-0.337701486,-0.754429205,0.195067987,1.744621275,-0.879376747,0.786188037,0.758054241,-1.127811297,0.239006743,0.711937639,-0.100715603,-0.454317871,0.920107799,0.976315534,-0.171923736,0.005606136,0.179578852,-0.075948752,-0.001786088,0.478015606,-0.680142201,0.082473585,0.019514802,1,0
55331,-1.002904143,0.234193159,0.819457451,0.811797102,0.513354254,1.529987641,1.222678679,0.359077299,-0.789204003,-0.433602562,0.61669314,0.747666735,1.006890022,0.260020209,2.018602994,-1.6037391,0.940878092,-1.868943112,-1.214884325,0.618365415,0.391871543,1.042088756,0.534139378,-0.9487948,-0.371532059,-0.199618456,0.408258015,0.233580472,239,0
257997,-4.0148235,-4.978529508,0.676815197,-1.622944455,-0.558074873,-1.368306731,-0.381292055,0.513137802,-1.990270644,-0.257937635,-1.636904513,-1.380908696,-0.741959929,-0.003409471,-0.891930813,-0.185121964,0.745277004,-0.027555968,-0.632665891,1.50395677,0.052300509,-1.695693105,1.131842145,-0.162704216,0.426617573,-0.572159994,-0.209018482,-0.475185836,529.52,0
210836,-1.320161643,0.716563588,1.200567902,-0.710674663,0.294805768,-0.122524589,1.044529447,0.049259783,-0.334398684,-0.273327397,0.505565826,0.543838753,0.102435056,0.051946858,-0.620747057,0.302236298,-0.802423918,0.334048812,0.279145141,0.267447773,-0.08587939,-0.052794714,-0.371643443,-0.305608382,0.7463178,0.387059848,0.375694198,0.166569218,109.9,0
99187,-1.73419166,1.45624211,1.621097171,-1.821039635,-0.004197235,-0.425651221,0.909258391,-0.299827569,1.458142347,1.910324424,1.826606755,-0.029201632,-1.375606261,-0.631295087,0.344985498,0.118032392,-0.8690747,-0.404977542,-0.996239599,0.928564215,-0.331449281,-0.068411713,-0.063814413,0.201619078,-0.283678769,0.663960686,0.399923825,-0.146782748,0.37,0
25358,1.251699595,-0.066101185,0.311346714,-0.108738806,-0.500496679,-0.701121488,-0.146902247,-0.0564156,0.358425259,-0.213918129,-0.122044059,-0.094254283,-0.650512032,0.410379278,1.468846777,-0.001782625,0.016600797,-0.856524812,-0.282927127,-0.144128629,-0.089701982,-0.245800781,0.082854333,0.126923255,0.142404908,0.992068982,-0.072502345,-0.000952054,4.46,0
138145,-0.082077935,-0.116362309,0.681904233,-1.743967905,-1.490747982,-0.888675766,-0.627696657,0.050098435,-1.975215259,1.5767228,0.152132923,-0.372212632,1.061192494,-0.531940477,0.421080182,-0.876918552,0.924587206,-0.634242779,-0.87222089,-0.320136509,-0.088488566,0.291353016,0.258910277,0.581463364,-0.593287976,-0.38573736,-0.267426679,-0.295966988,20,0
205391,-1.457711832,0.148559419,0.939552423,0.070670828,0.398424344,-0.949778319,0.173381036,0.365463437,-0.256299151,-1.105656222,-1.148008561,0.095460906,-0.383354552,0.508788621,0.192753034,-0.907230467,0.581690338,-0.336062516,1.404768418,0.218242938,-0.022750797,-0.364218888,-0.287300063,0.014545542,0.581095989,0.212175549,-0.082467527,-0.138284625,32.02,0
136635,-1.689013141,1.225808253,1.524645066,1.557360328,-0.957297998,0.796681167,-0.256951865,0.813138776,1.170533935,0.310288602,-1.352190894,0.429120539,-0.827363925,-0.636272612,-1.284663754,-1.56176031,1.272163565,-1.000957584,1.222589525,0.148205881,-0.453596667,-0.450694833,0.096626305,0.065685642,-0.24845926,-0.468969722,0.047571958,-0.320839781,28.79,0
87900,1.035729592,-0.691417932,0.946400296,-0.720687482,-1.400165218,-0.592494771,-0.625115447,0.114897664,1.634808076,-0.933663862,1.352836211,1.228683798,-0.649158907,0.164153541,0.636803325,-0.257553764,-0.297699353,0.723726437,0.730727599,0.006274266,0.111307024,0.333528003,-0.09336825,0.539205741,0.399161413,-0.708887129,0.073565153,0.039956314,79.5,0
139358,-2.880878403,2.449922089,-0.336567541,-2.306074224,0.060381352,0.491457015,-0.104613184,0.931419274,1.520925267,1.969249716,-0.221022144,-0.106895052,-0.705913954,-0.054498218,0.378592577,0.979038096,-1.129354542,0.275061164,-0.377570821,1.07248676,-0.346088867,-0.563303493,-0.089195226,-1.74220991,0.2401991,0.88445778,1.076701426,0.624472595,0.77,0
149782,-1.002259843,0.428635847,1.002052417,-2.077452406,1.147074622,-0.267978838,0.943897764,0.056214956,0.976681122,-1.573934763,0.935841232,-2.825503032,-0.120255651,1.9085719,-2.269761824,0.624857522,-0.168572501,0.110510434,-0.453102314,-0.138735121,-0.422042625,-1.285742164,-0.214482436,0.210072491,0.550062292,0.856706807,-0.20299296,0.006350383,40,0
89107,1.522250017,-1.043222894,0.166920381,-1.595777534,-1.186437466,-0.313136503,-1.047973464,-0.040337885,-2.008895574,1.619677219,0.550290287,-0.590847934,0.20684717,-0.086740145,-0.046680848,0.011219181,0.026694617,0.718502359,0.305961915,-0.313173885,-0.21088116,-0.265457866,-0.059560088,-0.376355917,0.437711168,-0.180631982,0.022792249,0.003471028,15,0
57263,1.156178377,-0.751813401,1.543848483,0.582865791,-1.556552136,0.45087376,-1.3148201,0.27857511,-0.052491798,0.590569545,-0.737596936,0.160299958,0.48486729,-0.562910321,0.923966071,-1.331591191,0.018608787,1.358288322,-1.696701427,-0.494763055,-0.106558848,0.322512781,-0.007070802,0.063232151,0.233940804,-0.191279398,0.126324102,0.049492841,36.8,0
196206,2.326015756,-1.15620039,-1.751551057,-1.919776515,-0.389237517,-0.455794676,-0.663375233,-0.225292405,-2.020315532,1.821481062,0.499666619,-0.233828853,0.705037492,0.111785221,-0.560179534,-0.284898837,-0.021860711,0.245643976,0.403249914,-0.350550235,-0.291406643,-0.505348916,0.241671571,0.155143113,-0.112605172,-0.335520366,-0.032130572,-0.063371198,25,0
83275,-0.725576574,0.379741524,1.468038507,1.3569579,0.546076998,0.109717901,0.416071328,0.180774341,-0.273685836,-0.32225196,-1.136127417,-0.584105698,-1.220950397,0.272123213,0.426200406,-1.058551455,0.594686633,-0.389437162,0.925643228,0.137120387,0.00622391,0.017404733,-0.101052525,-0.294966516,0.164356512,-0.166336853,0.11445176,0.115365777,46.96,0
180894,1.748468176,-0.248195822,-1.477945746,1.461342551,0.11011742,-1.031634072,0.648545765,-0.377138877,0.274990491,0.194130586,-0.905464322,0.21483073,-0.397486542,0.57918239,-0.108438455,-0.416280456,-0.258434173,-0.592586212,-0.322827417,-0.027111862,-0.002370789,-0.166056193,0.025526958,-0.043485135,0.130282016,-0.705900817,-0.03003136,-0.029197882,145.63,0
138491,0.949205201,-0.104003086,0.418262881,1.391799191,-0.275005141,0.056447872,0.073569637,0.101654214,0.018103571,0.007726661,1.333183986,1.251879744,-0.305894906,0.306850679,-0.791362907,-0.571879837,0.093040433,-0.523793057,-0.180416698,-0.023289928,0.012093886,0.044552038,-0.120697245,0.247242317,0.573585849,-0.351370284,0.020389898,0.022042299,90.34,0
114728,0.962688132,-0.851500507,1.126837203,0.825552957,-1.44138559,-0.141744948,-0.614708648,-0.075021943,-0.616179736,0.599330395,-0.646145204,0.860687706,1.876131703,-0.640177177,0.276780016,-1.252623181,-0.235010938,1.231954311,-1.224777281,-0.11458015,-0.271636954,-0.466369733,-0.071896673,0.394054506,0.26119125,-0.418845675,0.071412568,0.074749929,169,0
185695,-0.414555639,-0.050490734,0.81701806,-2.643536191,-0.549456895,-0.586544169,0.026494748,-0.235321993,-2.125751838,1.123095858,-0.624042355,-0.418131488,1.501665127,-0.821803824,-0.681069779,-0.898252843,0.525672955,-0.337709027,-0.425836342,-0.18984557,-0.073621996,0.323177784,-0.054233738,1.102284404,-0.231869663,-0.258303036,0.141396734,0.23554446,20,0
132656,0.082459237,-0.091443368,1.137231332,-1.078140717,-0.98907864,-0.772516356,-0.137625792,-0.156528606,-3.166159373,1.669357303,1.247704292,-1.079038493,-0.604108985,0.378721527,0.376709674,-1.343767059,1.172801714,0.667787761,1.900837995,-0.12666759,-0.018019849,0.324366265,-0.184838495,0.524957246,-0.126419001,0.098849791,0.13089914,0.107444521,10,0
32302,1.193904852,0.622545041,-0.388833553,1.308873235,0.204144092,-0.791966543,0.183192036,-0.064077975,0.019421363,-0.703563843,0.217210773,-0.431143852,-0.832788714,-1.15794116,1.424001228,0.33922426,1.215853454,0.236020897,-0.978764801,-0.17805192,-0.048768328,-0.069325337,-0.085020938,-0.079936449,0.592806404,-0.295166617,0.046805685,0.052471529,1,0
188558,1.875378578,-0.86792476,-1.3898117,-0.499842455,1.480199118,4.065190823,-1.424891685,1.129521096,1.149708855,0.020186451,-0.125461641,0.39748101,0.074844892,-0.090859264,1.140125761,0.555132653,-0.74754558,-0.066323934,-0.521345111,-0.034569714,0.044977689,0.083282098,0.32064237,0.712534553,-0.513440679,0.184364077,0.020734272,-0.033392765,47.4,0
252958,-0.753949484,0.327782441,0.222246304,-1.953763782,1.341216726,-0.928226802,1.228864406,-0.356089169,-2.030859395,-0.216837832,-1.446052406,-0.282485477,0.709851834,0.135268933,-1.069719305,-1.901665408,-0.196439337,0.698286126,-1.019517287,-0.369899031,-0.253945566,-0.340463338,-0.531649355,0.532841202,1.212567936,0.848035046,-0.103542132,0.026348849,16.7,0
33404,-0.574724605,-0.853163438,1.267104907,-2.147522975,-0.768291455,0.383330046,1.078346528,-0.12285748,1.746489391,-1.930630018,-0.922499991,0.978449415,0.783338428,-0.967179224,-0.173325905,-0.866262396,-0.093738547,-0.557080481,0.255401477,0.533294682,0.014624091,0.120487288,0.480670376,-0.435454076,-0.139423962,-0.278762324,-0.15094831,-0.166054479,263.34,0
172953,-0.417634084,-0.084307122,0.667477392,-1.969298446,-0.158038032,0.34414171,0.369620667,0.13987512,0.944026742,-0.950114521,-0.516980052,-0.072711702,-0.835252126,-0.040394875,-0.29437957,0.566196123,-1.041112712,1.129732278,0.810520955,-0.103985893,0.253128514,0.800058233,-0.192263109,-1.0379946,-0.62318962,0.686084171,0.035334967,0.17078709,102,0
281167,-0.688619151,1.271191826,-0.340426468,-0.352983793,0.318668082,-0.844371532,0.467249128,0.514369336,-0.135306465,-1.269146324,0.628983451,-0.138989626,-1.758044759,-1.006706428,-1.411628538,0.363097656,1.23642502,0.925828337,-0.058969125,-0.179144744,0.110404385,0.461870919,-0.227364164,-0.091231228,-0.268587742,0.568837706,0.245945928,0.187675203,1.89,0
